Abbas_X	Abbasid_N
neuropathology_N	neuropathological_A
neuropathology_N	neuropathologist_N
neuropathy_N	radiculoneuropathy_N
neutrino_N	antineutrino_N
neutrino_N	geoneutrino_N
neutrino_N	neutralino_N
neutrino_N	neutrinic_A
neutrino_N	neutrinoless_A
neutrino_N	neutrinophilic_A
neutrino_N	neutrinosphere_N
neutrino_N	sneutrino_N
neutron_N	antineutron_N
neutron_N	dineutron_N
neutron_N	neutronic_A
neutron_N	neutronium_N
neutron_N	neutronization_N
neutron_N	photoneutron_N
neutron_N	quasineutron_N
neutron_N	tetraneutron_N
never_D	en_N
never_D	neverland_N
never_D	nevermore_D
never_D	neverness_N
never_D	nevertheless_D
new_A	Newfoundland_N
new_A	Newmarket_N
new_A	Newspeak_N
new_A	Newtown_X
new_A	anew_D
new_A	newbie_N
new_A	newie_N
new_A	newish_A
new_A	newling_N
new_A	newly_D
new_A	newlywed_N
new_A	newness_N
new_A	news_N
new_A	newspeak_N
new_A	renew_V
news_N	newsagent_N
news_N	newsboy_N
news_N	newscaster_N
news_N	newsflash_N
news_N	newsgirl_N
news_N	newsgroup_N
news_N	newshawk_N
news_N	newshound_N
news_N	newsletter_N
news_N	newsman_N
news_N	newspaper_N
news_N	newsprint_N
news_N	newsreader_N
news_N	newsreel_N
news_N	newsroom_N
news_N	newswire_N
news_N	newswoman_N
news_N	newsy_A
night_N	evennight_N
night_N	fortnight_N
night_N	fortnightly_N
night_N	goodnight_N
night_N	midnight_N
night_N	nightcap_N
night_N	nightclub_N
night_N	nightclubbing_V
night_N	nightcore_N
night_N	nightdress_N
night_N	nightfall_N
night_N	nightgown_N
night_N	nighthawk_N
night_N	nightie_N
night_N	nightingale_N
night_N	nightjar_N
night_N	nightlight_N
night_N	nightlives_N
night_N	nightlong_A
night_N	nightly_A
night_N	nightman_N
night_N	nightmare_N
night_N	nightmarish_A
night_N	nightpiece_X
night_N	nightrider_N
night_N	nightshade_N
night_N	nightshirt_N
night_N	nightspot_N
night_N	nightstand_N
night_N	nightstick_N
night_N	nightstool_N
night_N	nighttide_N
night_N	nightwalker_N
night_N	nightwatchman_N
night_N	nightwear_N
night_N	nightwork_N
night_N	nighty_N
night_N	overnight_D
night_N	sennight_N
night_N	sevennight_N
night_N	tonight_D
night_N	yesternight_D
nigral_A	paranigral_A
nigral_A	supranigral_A
niobate_N	niobatian_A
niobium_N	ferroniobium_N
niobium_N	niobate_N
niobium_N	niobian_A
niobium_N	niobic_A
niobium_N	niobite_N
niobium_N	niobous_A
niobium_N	niocalite_N
nitrate_N	dinitrate_N
nitrate_N	mononitrate_N
nitrate_N	nitratian_A
nitrate_N	nitratine_N
nitrate_N	nitration_N
nitrate_N	oxalonitrate_X
nitrate_N	oxynitrate_N
nitrate_N	subnitrate_N
nitrate_N	sulfonitrate_X
nitrate_N	sulphonitrate_X
nitride_N	oxynitride_N
nitride_N	tetranitride_N
nociceptor_N	chemonociceptor_N
nocturnal_A	nocturnalist_N
nocturnal_A	nocturnality_N
nocturnal_A	nocturnally_D
nocturnal_A	nonnocturnal_A
nodal_A	binodal_A
nodal_A	enodal_A
nodal_A	extranodal_A
nodal_A	internodal_A
nodal_A	intranodal_A
nodal_A	multinodal_A
nodal_A	nodalize_V
nodal_A	nodally_D
nodal_A	paranodal_A
nodal_A	perinodal_A
nodal_A	prenodal_A
nodal_A	quadrinodal_A
nodal_A	subnodal_A
nodal_A	trinodal_A
node_N	acnode_N
node_N	crunode_N
node_N	tacnode_N
nodule_N	pseudonodule_X
nodus_N	nodal_A
nohow_D	nohowish_X
nomadology_N	nomadological_A
nomadology_N	nomadologically_D
nomadology_N	nomadologist_N
noodling_N	noodler_N
normal_A	abnormal_A
normal_A	centinormal_A
normal_A	conormal_A
normal_A	normalcy_N
normal_A	normalise_V
normal_A	normality_N
normal_A	normalize_V
normal_A	normally_D
normal_A	orthonormal_A
normal_A	paranormal_A
normal_A	subnormal_A
normal_A	supernormal_A
normal_A	ultranormal_X
normativity_N	aetonormativity_N
normativity_N	amatonormativity_N
normativity_N	antinormativity_N
normativity_N	cisnormativity_N
normativity_N	heteronormativity_N
normativity_N	mononormativity_N
normativity_N	pornonormativity_N
normativity_N	transnormativity_N
normoblast_N	normoblastosis_N
normoxia_N	normoxic_A
norsel_N	norseller_N
noscapine_N	noscapinoid_N
nose_N	bignose_A
nose_N	bottlenose_N
nose_N	hawknose_N
nose_N	nosebag_N
nose_N	noseband_N
nose_N	nosebeard_N
nose_N	nosebleed_N
nose_N	nosed_A
nose_N	nosedive_N
nose_N	noseful_N
nose_N	nosegay_N
nose_N	noseguard_N
nose_N	noseless_A
nose_N	noselike_A
nose_N	nosely_A
nose_N	nosepiece_N
nose_N	noseplug_N
nose_N	nosering_N
nose_N	noseshot_N
nose_N	noseweight_X
nose_N	nosewheel_N
nose_N	undernose_A
notational_A	notationality_X
notational_A	notationally_D
note_N	footnote_N
note_N	notemaker_X
note_N	notemaking_X
nothing_P	benothing_V
nothing_P	en_N
nothing_P	nothingness_N
nothingarian_N	nothingarianism_N
noun_N	adnoun_N
noun_N	pronoun_N
nova_N	hypernova_N
nova_N	supernova_N
now_A	nowadays_D
now_A	nowness_N
noyse_N	noysey_X
noyse_N	noysie_X
nuclear_A	corticonuclear_A
nucleolar_A	antinucleolar_A
nucleolar_A	extranucleolar_A
nucleolar_A	intranucleolar_A
nucleolar_A	mononucleolar_A
nucleolar_A	multinucleolar_A
nucleolar_A	perinucleolar_A
nucleolar_A	polynucleolar_A
nucleolar_A	prenucleolar_A
nucleolar_A	subnucleolar_A
nucleolus_N	amphinucleolus_N
nucleolus_N	nucleolar_A
nucleolus_N	paranucleolus_N
nucleolus_N	perinucleolus_A
nucleon_N	antinucleon_N
nucleon_N	dinucleon_X
nucleon_N	internucleon_A
nucleon_N	multinucleon_A
nucleon_N	nucleonic_A
nucleon_N	nucleonics_N
nucleon_N	trinucleon_N
nucleophile_N	binucleophile_N
nucleophile_N	carbonucleophile_N
nucleophile_N	dinucleophile_N
nucleophile_N	heteronucleophile_N
nucleophile_N	nucleophilic_A
nucleophile_N	pronucleophile_N
nucleophilic_A	nonnucleophilic_A
nucleophilic_A	nucleophilically_D
nucleophilic_A	nucleophilicity_N
nucleoside_N	deoxynucleoside_N
nucleosome_N	dinucleosome_N
nucleosome_N	internucleosome_A
nucleosome_N	intranucleosome_A
nucleosome_N	mononucleosome_N
nucleosome_N	nucleosomal_A
nucleosome_N	oligonucleosome_N
nucleosome_N	polynucleosome_N
nucleosome_N	ribonucleosome_N
nucleosome_N	tetranucleosome_N
nucleosome_N	trinucleosome_N
number_N	numberful_A
number_N	numberish_A
number_N	numberless_A
number_N	numbery_A
nystagmus_N	nystagmic_A
nystagmus_N	nystagmiform_A
nystagmus_N	nystagmography_N
nystagmus_N	nystagmoid_A
o_N	kayo_N
o_N	okay_N
obese_A	obesity_N
obesogenic_A	obesogenesis_N
object_N	objecthood_N
object_N	objectify_V
object_N	objectionable_A
object_N	objective_A
oboe_N	oboist_N
observation_N	inobservation_N
observation_N	malobservation_N
observation_N	misobservation_N
observation_N	multiobservation_A
observation_N	nonobservation_N
observation_N	observational_A
observation_N	postobservation_A
observation_N	preobservation_A
observation_N	reobservation_N
observer_N	interobserver_A
observer_N	observance_N
observer_N	observant_A
observer_N	observation_N
observer_N	observational_A
observer_N	observatory_N
observer_N	observe_V
obtuse_A	nonobtuse_A
obtuse_A	obtusely_D
obtuse_A	obtuseness_N
obtuse_A	obtusity_N
obtuse_A	subobtuse_A
obtuse_A	unobtuse_A
occasional_A	occasionally_D
occipital_A	otoccipital_A
occlude_V	disocclusion_N
occlude_V	nonoccluded_A
occlude_V	occluder_N
occlude_V	occlusion_N
occlude_V	occlusive_A
occlude_V	preoccluded_A
occlude_V	reoccluded_V
occlude_V	unoccluded_A
occlusion_N	abocclusion_N
occlusion_N	antocclusion_X
occlusion_N	benocclusion_N
occlusion_N	disocclusion_N
occlusion_N	distocclusion_X
occlusion_N	malocclusion_N
occlusion_N	mesiocclusion_X
occlusion_N	neutrocclusion_X
occlusion_N	nonocclusion_N
occlusion_N	occlusional_A
occlusion_N	orthocclusion_X
occlusion_N	postocclusion_X
occlusion_N	preocclusion_A
occlusion_N	reocclusion_N
occlusion_N	retrocclusion_X
occlusion_N	torsocclusion_X
occlusion_N	vasoocclusion_N
occultist_N	occultistic_A
ocean_N	Oceania_X
ocean_N	Oceanus_X
ocean_N	oceanic_A
ocean_N	oceanisation_X
ocean_N	oceanographer_N
ocean_N	oceanography_N
oceanic_A	interoceanic_A
oceanic_A	midoceanic_A
oceanic_A	nonoceanic_A
oceanic_A	oceanically_D
oceanic_A	transoceanic_A
ochrept_N	dystrochrept_N
octaethyl_N	octaethylporphyrin_X
octane_N	isooctane_N
octane_N	octanal_N
octane_N	octanedione_N
octane_N	octanol_N
octane_N	octanyl_X
octaval_A	octavolateral_A
octyl_N	cyclooctyl_N
octyl_N	dioctyl_N
octyl_N	isooctyl_N
octyl_N	octylamine_N
octyl_N	octylglucoside_N
octyl_N	octylic_A
octyl_N	octylisothiazolinone_N
octyl_N	perfluorooctyl_N
octyl_N	tetraoctyl_N
ocular_A	intraocular_A
ocular_A	nonocular_A
ocular_A	ocularly_D
ocular_A	postocular_A
ocular_A	preocular_A
ocular_A	subocular_A
ocular_A	supraocular_A
oculometry_N	oculometer_N
odour_N	deodorant_N
odour_N	deodorise_V
odour_N	deodorize_V
odour_N	odoriferous_A
odour_N	odourless_A
off_D	cutoff_N
off_D	kickoff_N
off_D	layoff_N
off_D	turnoff_N
office_N	officefellow_X
oligopeptide_N	oligopeptidic_A
oligosaccharide_N	chitooligosaccharide_N
oligosaccharide_N	diphosphooligosaccharide_N
oligosaccharide_N	fructooligosaccharide_N
oligosaccharide_N	galactooligosaccharide_N
oligosaccharide_N	glucooligosaccharide_N
oligosaccharide_N	isomaltooligosaccharide_N
oligosaccharide_N	lipooligosaccharide_N
oligosaccharide_N	maltooligosaccharide_N
oligosaccharide_N	mannooligosaccharide_N
oligosaccharide_N	oligosaccharidic_A
oligosaccharide_N	oligosaccharidosis_N
oligosaccharide_N	pseudooligosaccharide_N
oligosaccharide_N	sialyloligosaccharide_N
oligotrich_N	oligotrichous_A
olive_N	olivey_A
omnilinguality_N	multilinguality_X
omnilinguality_N	omnilingual_A
omphalocentric_A	omphalocentrism_X
omphaloskeptic_N	omphaloskepsis_N
oncosphere_N	oncospheral_A
oniomania_N	oniomaniac_N
onion_N	oniony_A
ontology_N	ontologic_A
ontology_N	ontological_A
ontology_N	ontologise_V
ontology_N	ontologist_N
ontology_N	ontologistic_X
ontology_N	ontologize_V
open_A	clopen_A
open_A	en_N
opera_N	operalike_A
opera_N	popera_N
operad_N	cooperad_N
operad_N	dioperad_N
operad_N	operadic_A
operad_N	properad_N
operation_N	opera_N
operation_N	operable_A
operation_N	operand_N
operation_N	operant_A
operation_N	operate_V
operation_N	operational_A
operation_N	operative_A
operation_N	operator_N
operation_N	opus_N
operon_N	operonization_N
opsimath_N	opsimathy_N
optic_A	electrooptic_A
optic_A	fiberoptic_A
optic_A	holoptic_A
optic_A	magnetooptic_A
optic_A	optical_A
optic_A	opticopneumatic_A
optic_A	panoptic_A
optic_A	piezooptic_A
optic_A	plenoptic_A
optic_A	preoptic_A
optic_A	stereoptic_A
optic_A	supraoptic_A
optical_A	electrooptical_A
optical_A	floptical_A
optical_A	magnetooptical_A
optical_A	magnetoptical_A
optical_A	nonoptical_A
optical_A	opticality_N
optical_A	optically_D
optical_A	quasioptical_A
optical_A	suboptical_A
optimal_A	suboptimal_A
optimal_A	supraoptimal_A
orange_N	Orangey_N
orange_N	Orangies_N
orange_N	orangeade_N
orange_N	orangequat_N
orange_N	orangeroot_N
orange_N	orangery_N
orange_N	orangewood_N
orange_N	orangey_A
orange_N	orangish_A
orbit_N	orbital_A
orbit_N	orbitational_A
orbit_N	orbiter_N
orchard_N	orcharded_X
orchard_N	orcharding_N
orchard_N	orchardist_N
orchard_N	orchardman_N
order_N	superorder_N
organize_V	organization_N
organize_V	organized_A
organize_V	organizer_N
organology_N	organologic_A
organology_N	organologist_N
origami_N	aerogami_N
origami_N	cablegami_N
origami_N	origamic_A
origami_N	origamically_D
origami_N	origamilike_A
origami_N	origamist_N
origin_N	original_A
origin_N	originate_V
origin_N	origination_N
origin_N	originator_N
ornithine_N	acetylornithine_N
ornithine_N	hyperornithinemia_N
ornithine_N	polyornithine_N
orogenic_A	anorogenic_A
orphan_N	orphanage_N
orphan_N	orphancy_N
orphan_N	orphandom_N
orphan_N	orphaner_X
orphan_N	orphanet_X
orphan_N	orphanhood_N
orphan_N	orphanism_N
orphan_N	orphanity_N
orphan_N	orphanize_V
orphan_N	orphanotropism_X
orphan_N	orphanry_N
orphan_N	orphanship_N
orphan_N	orphany_X
orthorectify_V	orthorectification_N
osmatic_A	macrosmatic_A
osmatic_A	microsmatic_A
osmotic_A	miniosmotic_A
osseous_A	endosseous_A
osseous_A	exosseous_A
osseous_A	extraosseous_A
osseous_A	interosseous_A
osseous_A	intraosseous_A
osseous_A	nonosseous_A
osseous_A	perosseous_A
osseous_A	preosseous_A
osseous_A	transosseous_A
ossification_N	coossification_N
ossification_N	deossification_N
ossification_N	epiossification_N
ossification_N	reossification_N
osteoclast_N	osteoclastic_A
osteoclast_N	osteoclastogenesis_N
osteoclast_N	osteoclastogenic_A
osteoclast_N	osteoclastoma_N
osteoclast_N	preosteoclast_N
osteonic_A	interosteonic_A
ostomy_N	ostomate_N
otic_A	binotic_A
otic_A	diotic_A
otic_A	entotic_A
otic_A	epiotic_N
otic_A	metotic_A
otic_A	periotic_A
otic_A	postotic_A
otic_A	preotic_A
otic_A	prootic_A
otitis_N	aerotitis_N
otitis_N	otitic_A
otitis_N	panotitis_N
overtime_N	overtimer_N
overweening_V	overweeningly_D
overweening_V	overweeningness_N
overwhelming_V	overwhelmingly_D
overwhelming_V	overwhelmingness_N
owl_N	owlful_A
owl_N	owlglass_X
owl_N	owling_N
owl_N	owlish_A
owl_N	owly_A
own_V	disown_V
own_V	owndom_N
own_V	owner_N
own_V	pwn_V
oxazoline_N	bisoxazoline_N
oxazoline_N	desoxazoline_N
oxazoline_N	isooxazoline_N
oxazoline_N	isoxazoline_N
oxazoline_N	polyoxazoline_N
oxazoline_N	sulfanyloxazoline_N
oxidase_N	antioxidase_N
oxidase_N	monoxidase_N
oxidase_N	oxidasic_A
oxidase_N	phenoloxidase_N
oxidative_A	antioxidative_A
oxidative_A	autooxidative_A
oxidative_A	electrooxidative_A
oxidative_A	hyperoxidative_A
oxidative_A	nonoxidative_A
oxidative_A	oxidatively_D
oxidative_A	photooxidative_A
oxidative_A	prooxidative_A
oxidative_A	superoxidative_A
oxygenate_V	deoxygenate_V
oxygenate_V	disoxygenate_V
oxygenate_V	oxygenated_V
oxygenate_V	oxygenating_V
oxygenate_V	oxygenator_N
oxygenate_V	preoxygenate_V
oxygenate_V	reoxygenate_V
oxygenation_N	aminooxygenation_N
oxygenation_N	azidooxygenation_N
oxygenation_N	deoxygenation_N
oxygenation_N	dioxygenation_N
oxygenation_N	hyperoxygenation_N
oxygenation_N	microoxygenation_N
oxygenation_N	monooxygenation_N
oxygenation_N	photooxygenation_N
oxygenation_N	preoxygenation_N
oxygenation_N	reoxygenation_N
oyster_N	oysterbank_N
oyster_N	oystercatcher_N
oyster_N	oysterfish_N
oyster_N	oysterish_A
oyster_N	oysterless_A
oyster_N	oysterlike_A
oyster_N	oysterling_N
oyster_N	oysterman_N
oyster_N	oysterwoman_N
oyster_N	oystery_N
ozone_N	antozone_N
ozone_N	iodozone_N
ozone_N	nonozone_A
ozone_N	ozonelike_A
pad_N	gamepad_N
pad_N	joypad_N
pad_N	keypad_N
pad_N	launchpad_N
pad_N	mousepad_N
pad_N	notepad_N
pad_N	touchpad_N
pad_N	trackpad_N
paddle_N	paddleboat_N
paddle_N	paddler_N
paddle_N	paddlewheel_N
paddle_N	paddling_V
page_N	en_N
pain_N	en_N
pain_N	painkiller_N
pain_N	painy_A
palatal_A	alveolopalatal_A
palatal_A	alveopalatal_A
palatal_A	basipalatal_A
palatal_A	buccopalatal_A
palatal_A	labiopalatal_X
palatal_A	labiopalatalisation_X
palatal_A	labiopalatalised_X
palatal_A	labiopalatalization_X
palatal_A	labiopalatalized_X
palatal_A	linguopalatal_A
palatal_A	mediopalatal_A
palatal_A	nasopalatal_A
palatal_A	nonpalatal_A
palatal_A	palatalisation_N
palatal_A	palatalise_V
palatal_A	palatalised_A
palatal_A	palatalization_N
palatal_A	palatalize_V
palatal_A	palatalized_A
palatal_A	palatally_D
palatal_A	palatoalveolar_A
palatal_A	postpalatal_A
palatal_A	prepalatal_A
palatal_A	retropalatal_A
palatal_A	transpalatal_A
paleontology_N	micropaleontology_N
paleontology_N	paleontologic_A
paleontology_N	paleontological_A
paleontology_N	paleontologist_N
paleoseismology_N	paleoseismological_A
paleoseismology_N	paleoseismologist_N
palisade_N	palisadic_A
palmella_N	palmelloid_A
pandiculate_V	pandiculation_N
panendeism_N	panendeist_N
panendeism_N	panendeistic_A
panentheism_N	panendeism_N
panentheism_N	panentheist_N
panentheism_N	panentheistic_A
panentheism_N	panentheistical_A
panentheism_N	panentheistically_D
panentheism_N	panentheists_N
panspermia_N	lithopanspermia_N
panspermia_N	necropanspermia_N
panspermia_N	panspermial_A
panspermy_N	panspermia_N
panspermy_N	panspermial_A
panspermy_N	panspermic_A
papillary_A	circumpapillary_A
papillary_A	extrapapillary_A
papillary_A	interpapillary_A
papillary_A	intrapapillary_A
papillary_A	juxtapapillary_A
papillary_A	micropapillary_A
papillary_A	midpapillary_A
papillary_A	myxopapillary_A
papillary_A	nonpapillary_A
papillary_A	parapapillary_A
papillary_A	peripapillary_A
papillary_A	pseudopapillary_A
papillary_A	subpapillary_A
papilloma_N	papillomagenesis_N
par_R	en_N
paradigmatic_A	multiparadigmatic_A
paradigmatic_A	nonparadigmatic_A
paradigmatic_A	paradigmatical_A
paradigmatic_A	paradigmatically_D
paradigmatic_A	paradigmaticism_N
paradigmatic_A	paradigmaticity_N
paradigmatic_A	postparadigmatic_A
paradigmatic_A	preparadigmatic_A
paradise_N	disparadise_V
paradise_N	disparadised_A
paradise_N	paradisiac_A
paradise_N	paradisiacal_A
paradise_N	paradisiacally_D
paralysis_N	acroparalysis_N
paralysis_N	hemiparalysis_N
paralysis_N	immunoparalysis_N
paralysis_N	iridoparalysis_N
paralysis_N	keraunoparalysis_N
paralysis_N	laryngoparalysis_N
paralysis_N	neuroparalysis_N
paralysis_N	pseudoparalysis_N
paralytic_N	antiparalytic_A
paralytic_N	hemiparalytic_A
paralytic_N	neuroparalytic_A
paralytic_N	nonparalytic_A
paralytic_N	paralytical_A
paralytic_N	paralytically_D
paralytic_N	postparalytic_A
paralytic_N	preparalytic_A
paraphysis_N	pseudoparaphysis_X
parasite_N	antiparasite_A
parasite_N	ectoparasite_N
parasite_N	endoparasite_N
parasite_N	epiparasite_N
parasite_N	hemiparasite_N
parasite_N	hemoparasite_N
parasite_N	kleptoparasite_N
parasite_N	macroparasite_N
parasite_N	mesoparasite_N
parasite_N	microparasite_N
parasite_N	mycoparasite_N
parasite_N	nonparasite_N
parasite_N	nosoparasite_N
parasite_N	parasital_A
parasite_N	parasitic_A
parasite_N	parasitical_A
parasite_N	parasiticide_N
parasite_N	parasitism_N
parasite_N	parasitize_V
parasite_N	parasitocenosis_N
parasite_N	parasitoid_N
parasite_N	parasitological_A
parasite_N	parasitology_N
parasite_N	parasitophobia_N
parasite_N	parasitophorous_A
parasite_N	phytoparasite_N
parasite_N	xenoparasite_N
parasite_N	zooparasite_N
parasitic_A	epiparasitic_A
parasitic_A	hemiparasitic_A
parasitic_A	holoparasitic_A
parasitic_A	mycoparasitic_A
parasitic_A	nonparasitic_A
parasitic_A	parasitical_A
parasitic_A	parasitically_D
parasitic_A	parasiticalness_N
parasitic_A	polyparasitic_A
parasitic_A	unparasitic_A
parasitic_A	zoöparasitic_A
parathyroid_A	antiparathyroid_A
parathyroid_A	euparathyroid_A
parathyroid_A	hyperparathyroidism_N
parathyroid_A	parathyroidectomy_N
parathyroid_A	parathyroiditis_N
paratomic_A	paratomically_D
paratomy_N	paratomic_A
parchment_N	parchmentize_V
parchment_N	parchmentlike_A
parchment_N	parchmenty_A
pare_V	cheeseparing_V
pare_V	parer_N
pare_V	paring_V
parietal_A	biparietal_A
parietal_A	centroparietal_A
parietal_A	epiparietal_A
parietal_A	frontoparietal_A
parietal_A	interparietal_A
parietal_A	intraparietal_A
parietal_A	posteroparietal_A
parietal_A	postparietal_A
parietal_A	temporoparietal_A
parietal_A	transparietal_A
parietal_A	visceroparietal_A
parish_N	parishioner_N
park_N	ballpark_N
park_N	parkade_N
park_N	parklet_N
park_N	skatepark_N
parlor_N	parlormaid_N
parrot_N	parrotbill_N
parrot_N	parroter_N
parrot_N	parrotfinch_N
parrot_N	parrotfish_N
parrot_N	parrothouse_N
parrot_N	parrotlet_N
parrot_N	parrotling_N
parrot_N	parroty_A
parse_V	misparse_V
parse_V	parsable_A
parse_V	parser_N
parse_V	unparsable_A
parse_V	wackyparse_V
parse_V	wackyparsing_V
parsley_N	species_N
part_N	forepart_N
particular_A	antiparticularism_X
particular_A	antiparticularist_X
particular_A	particularism_N
particular_A	particularity_N
particular_A	particularize_V
particular_A	particularly_D
parton_N	antiparton_N
parton_N	multiparton_A
parton_N	partonic_A
parton_N	quasiparton_N
partridge_N	partridgeberry_N
partridge_N	partridger_X
partridge_N	partridging_X
party_N	afterparty_N
party_N	copyparty_N
party_N	en_N
party_N	partay_N
party_N	partyer_N
party_N	partygoer_N
party_N	partyism_N
party_N	partyplace_N
passable_A	passableness_N
passable_A	passably_D
passable_A	unpassable_A
passion_N	pash_V
passion_N	passionate_A
passion_N	passionflower_N
passion_N	passionfruit_N
passport_N	passportable_A
passport_N	passported_A
passport_N	passportification_N
passport_N	passporting_N
passport_N	passportless_A
pastoral_A	agropastoral_A
pastoral_A	antipastoral_A
pastoral_A	nonpastoral_A
pastoral_A	pastoralism_N
pastoral_A	pastoralist_A
pastoral_A	pastoralize_V
pastoral_A	pastorally_D
pastoral_A	pastoralness_N
pastoral_A	prepastoral_A
pastoral_A	unpastoral_A
pated_A	addlepated_A
pated_A	twitterpated_A
pathogen_N	pathogenesis_N
pathogen_N	pathogenic_A
pathogen_N	pathogenous_A
pathogen_N	pathogeny_N
pathogenesis_N	clinicopathogenesis_N
pathogenesis_N	cytopathogenesis_N
pathogenesis_N	enteropathogenesis_N
pathogenesis_N	etiopathogenesis_N
pathogenesis_N	histopathogenesis_N
pathogenesis_N	immunopathogenesis_N
pathogenesis_N	neuropathogenesis_N
pathologic_A	clinicopathologic_A
pathologic_A	cytopathologic_A
pathologic_A	immunopathologic_A
pathologic_A	myopathologic_A
pathologic_A	neuropathologic_A
pathologic_A	nonpathologic_A
pathologic_A	osteopathologic_A
pathologic_A	phytopathologic_A
pathologic_A	psychopathologic_A
pathological_A	anatomicopathological_A
pathological_A	biopathological_A
pathological_A	cardiopathological_A
pathological_A	clinicopathological_A
pathological_A	cytopathological_A
pathological_A	dermatopathological_A
pathological_A	hematopathological_A
pathological_A	hepatopathological_A
pathological_A	histopathological_A
pathological_A	immunopathological_A
pathological_A	macropathological_A
pathological_A	micropathological_A
pathological_A	nonpathological_A
pathological_A	osteopathological_A
pathological_A	palaeopathological_A
pathological_A	paleopathological_A
pathological_A	pathologically_D
pathological_A	pharmacopathological_A
pathological_A	phytopathological_A
pathological_A	prepathological_A
pathological_A	pseudopathological_A
pathological_A	sociopathological_A
pathological_A	thermopathological_A
pathological_A	zoopathological_A
pathology_N	cytopathology_N
pathology_N	histopathology_N
pathology_N	pathologist_N
pathology_N	psychopathology_N
pathophysiological_A	histopathophysiological_A
patronize_V	patronisable_A
patronize_V	patronisation_N
patronize_V	patroniser_N
patronize_V	patronising_A
patronize_V	patronisingly_D
patronize_V	patronizable_A
patronize_V	patronization_N
patronize_V	patronizer_N
patronize_V	patronizing_A
patronize_V	patronizingly_D
patronize_V	unpatronised_A
patronize_V	unpatronized_A
patroon_N	patroonship_N
patterned_A	copatterned_V
patterned_A	depatterned_V
patterned_A	micropatterned_V
patterned_A	mispatterned_A
patterned_A	multipatterned_A
patterned_A	nanopatterned_A
patterned_A	nonpatterned_A
patterned_A	photopatterned_A
patterned_A	repatterned_V
patterned_A	unpatterned_A
pawk_N	pawkery_X
pawk_N	pawky_A
pay_V	en_N
pay_V	payee_N
pay_V	payer_N
pay_V	payment_N
pea_N	peapod_N
pea_N	peashooter_N
pea_N	peason_X
peace_N	en_N
peace_N	peaceable_A
peace_N	peacebreaker_N
peace_N	peacebuilding_N
peace_N	peaceful_A
peace_N	peacekeeper_N
peace_N	peacekeeping_N
peace_N	peaceless_A
peace_N	peacelessness_N
peace_N	peacemaker_N
peace_N	peacemonger_N
peace_N	peacenik_N
peace_N	peacetime_N
peach_N	peachblow_A
peach_N	peachbush_X
peach_N	peachen_A
peach_N	peachfuzz_N
peach_N	peaching_V
peach_N	peachleaf_A
peach_N	peachless_A
peach_N	peachlike_A
peach_N	peachtree_N
peach_N	peachwood_N
peach_N	peachy_A
peak_N	crosspeak_A
peak_N	forepeak_N
peak_N	peakless_A
peak_N	peaklike_A
peak_N	peakwise_D
pear_N	pearmonger_X
pear_N	peartree_N
pear_N	peary_A
pear_N	perry_N
peduncular_A	peripeduncular_A
pegmatite_N	micropegmatite_N
pegmatite_N	pegmatitic_A
pegmatite_N	pegmatoid_A
pelvic_A	abdominopelvic_A
pelvic_A	cephalopelvic_A
pelvic_A	dolichopelvic_A
pelvic_A	endopelvic_A
pelvic_A	extrapelvic_A
pelvic_A	fetopelvic_A
pelvic_A	hydropelvic_A
pelvic_A	intrapelvic_A
pelvic_A	lumbopelvic_A
pelvic_A	midpelvic_A
pelvic_A	nonpelvic_A
pelvic_A	parapelvic_A
pelvic_A	pelvically_D
pelvic_A	sacropelvic_A
pelvic_A	spinopelvic_A
pelvic_A	ureteropelvic_A
pelvic_A	uteropelvic_A
pelvic_A	vertebropelvic_A
pen_N	penmanship_N
penetration_N	interpenetration_N
penetration_N	nonpenetration_N
penetration_N	overpenetration_N
penetration_N	prepenetration_N
penetration_N	repenetration_N
pentane_N	cyclopentane_N
pentane_N	isopentane_N
pentane_N	neopentane_N
pentane_N	oxapentane_N
pentane_N	pentanediol_N
pentane_N	pentanedithiol_N
pentane_N	silapentane_N
pentane_N	trimethylpentane_N
people_N	en_N
people_N	peoplehood_N
people_N	peopleless_A
pepper_N	peppercorn_N
peptidase_N	ectopeptidase_N
peptidase_N	muropeptidase_N
peptidase_N	oligopeptidase_N
peptide_N	antipeptide_A
peptide_N	biopeptide_N
peptide_N	cyclopeptide_N
peptide_N	decapeptide_N
peptide_N	depsipeptide_N
peptide_N	dipeptide_N
peptide_N	dodecapeptide_N
peptide_N	eupeptide_N
peptide_N	glycopeptide_N
peptide_N	heptapeptide_A
peptide_N	hexadecapeptide_N
peptide_N	homopeptide_N
peptide_N	iminopeptide_N
peptide_N	immunopeptide_N
peptide_N	interpeptide_A
peptide_N	intrapeptide_A
peptide_N	isopeptide_N
peptide_N	lanthipeptide_N
peptide_N	lipopeptide_N
peptide_N	monopeptide_N
peptide_N	mucopeptide_N
peptide_N	neuropeptide_N
peptide_N	nonapeptide_N
peptide_N	nonpeptide_N
peptide_N	octadecapeptide_N
peptide_N	octapeptide_N
peptide_N	oligopeptide_N
peptide_N	pentapeptide_N
peptide_N	peptidergic_A
peptide_N	phosphopeptide_N
peptide_N	polypeptide_N
peptide_N	pseudopeptide_N
peptide_N	radiopeptide_N
peptide_N	sactipeptide_N
peptide_N	telopeptide_N
